,zpid,latlon,street,zipcode,city,state,bedrooms,bathrooms,finishedSqFt,yearBuilt,price,rent,tax.year,tax,hoa,lat,lon
1858,96021630,"[""37.783443"",""-122.464126""]",274 6th Ave APT C,94118,San Francisco,CA,3,2,1415,2009,1679000,5280,NA,974144,"500""zpid""",37.783443,-122.464126
1860,2099465456,"[""37.77383"",""-122.4673""]",775 9th Ave APT B,94118,San Francisco,CA,1,1,NA,UNKNOWN,1679000,UNKNOWN,NA,UNKNOWN,500,37.77383,-122.4673
1861,2103655131,"[""37.773761"",""-122.4673""]",779 9th Ave APT B,94118,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1679000,2800,NA,UNKNOWN,"500""zpid""",37.773761,-122.4673
1945,59779502,"[""37.782309"",""-122.459335""]",445 Arguello Blvd APT 8,94118,San Francisco,CA,UNKNOWN,UNKNOWN,643,1998,1679000,4165,NA,203182,"500""zpid""",37.782309,-122.459335
1947,15098607,"[""37.774964"",""-122.458815""]",847 Arguello Blvd APT 6,94118,San Francisco,CA,1,1,635,1983,1679000,3450,NA,454792,500,37.774964,-122.458815
1948,59779500,"[""37.782309"",""-122.459335""]",445 Arguello Blvd APT 6,94118,San Francisco,CA,UNKNOWN,UNKNOWN,878,1998,1679000,4000,NA,277014,"500""zpid""",37.782309,-122.459335
1950,59779503,"[""37.782309"",""-122.459335""]",445 Arguello Blvd APT 9,94118,San Francisco,CA,UNKNOWN,UNKNOWN,877,1998,1679000,4000,NA,276724,"500""zpid""",37.782309,-122.459335
1955,15098606,"[""37.774964"",""-122.458815""]",847 Arguello Blvd APT 5,94118,San Francisco,CA,2,2,938,1983,1679000,4150,NA,716904,500,37.774964,-122.458815
1956,59779499,"[""37.782309"",""-122.459335""]",445 Arguello Blvd APT 5,94118,San Francisco,CA,UNKNOWN,UNKNOWN,877,1998,1679000,4000,NA,661082,500,37.782309,-122.459335
1957,82785698,"[""37.779945"",""-122.45916""]",565 Arguello Blvd APT 5,94118,San Francisco,CA,2,2,1471,2007,1679000,5495,NA,1163951,500,37.779945,-122.45916
1962,2146739813,"[""37.779944"",""-122.459162""]",565 Arguello Blvd # 5,94118,San Francisco,CA,2,2,NA,2008,1679000,4500,NA,UNKNOWN,"500""zpid""",37.779944,-122.459162
1967,15098604,"[""37.774964"",""-122.458815""]",847 Arguello Blvd APT 3,94118,San Francisco,CA,2,2,938,1983,1679000,4000,NA,553124,500,37.774964,-122.458815
1969,59779497,"[""37.782309"",""-122.459335""]",445 Arguello Blvd APT 3,94118,San Francisco,CA,2,2.5,878,1998,1679000,4200,NA,754784,500,37.782309,-122.459335
1971,82785696,"[""37.779945"",""-122.459159""]",565 Arguello Blvd APT 3,94118,San Francisco,CA,2,2,760,2007,1679000,4188,NA,676510,500,37.779945,-122.459159
1972,123597024,"[""37.779109"",""-122.458787""]",609 Arguello Blvd APT 3,94118,San Francisco,CA,1,1,571,1977,1679000,3400,NA,499950,500,37.779109,-122.458787
1973,2112580909,"[""37.776565"",""-122.458915""]",743 Arguello Blvd APT 3,94118,San Francisco,CA,2,1,950,1906,1679000,3999,NA,UNKNOWN,500,37.776565,-122.458915
1976,2146493767,"[""37.779943"",""-122.459163""]",565 Arguello Blvd # 3,94118,San Francisco,CA,2,2,800,2007,1679000,4200,NA,UNKNOWN,"500""zpid""",37.779943,-122.459163
1989,59779501,"[""37.782309"",""-122.459335""]",445 Arguello Blvd APT 7,94118,San Francisco,CA,2,2,868,1998,1679000,4000,NA,274063,"500""zpid""",37.782309,-122.459335
2006,15098603,"[""37.774964"",""-122.458815""]",847 Arguello Blvd APT 2,94118,San Francisco,CA,2,2,983,1983,1679000,4230,NA,780337,500,37.774964,-122.458815
2008,59779496,"[""37.782309"",""-122.459335""]",445 Arguello Blvd APT 2,94118,San Francisco,CA,2,2,877,1998,1679000,4000,NA,643690,500,37.782309,-122.459335
2010,82785695,"[""37.779945"",""-122.459159""]",565 Arguello Blvd APT 2,94118,San Francisco,CA,2,2,898,2007,1679000,4230,NA,792261,500,37.779945,-122.459159
2011,123598683,"[""37.779109"",""-122.458787""]",609 Arguello Blvd APT 2,94118,San Francisco,CA,2,1,714,1977,1679000,3750,NA,388856,500,37.779109,-122.458787
2013,2112378309,"[""37.774749"",""-122.458793""]",863 Arguello Blvd APT 2,94118,San Francisco,CA,2,1,1100,UNKNOWN,1679000,3995,NA,UNKNOWN,500,37.774749,-122.458793
2014,2128260644,"[""37.776565"",""-122.458915""]",743 Arguello Blvd APT 2,94118,San Francisco,CA,2,1.5,NA,1906,1679000,5000,NA,UNKNOWN,500,37.776565,-122.458915
2015,2146493768,"[""37.779944"",""-122.459162""]",565 Arguello Blvd # 2,94118,San Francisco,CA,2,2,951,2007,1679000,4050,NA,UNKNOWN,"500""zpid""",37.779944,-122.459162
2199,15098602,"[""37.774962"",""-122.458804""]",847 Arguello Blvd APT 1,94118,San Francisco,CA,2,2,938,2008,1679000,4000,NA,723247,500,37.774962,-122.458804
2201,59779495,"[""37.782308"",""-122.459327""]",445 Arguello Blvd APT 1,94118,San Francisco,CA,UNKNOWN,UNKNOWN,1296,1998,1679000,4000,NA,715700,500,37.782308,-122.459327
2203,82785694,"[""37.779945"",""-122.459159""]",565 Arguello Blvd APT 1,94118,San Francisco,CA,1,1,617,2007,1679000,3500,NA,545359,500,37.779945,-122.459159
2204,122064358,"[""37.779049"",""-122.459053""]",609 Arguello Blvd APT 1,94118,San Francisco,CA,1,1,531,1977,1679000,3195,NA,418190,500,37.779049,-122.459053
2301,2110801131,"[""37.783866"",""-122.471679""]",230 Funston Ave APT 2,94118,San Francisco,CA,1,1,NA,UNKNOWN,1679000,5000,NA,UNKNOWN,500,37.783866,-122.471679
2304,2120523053,"[""37.783866"",""-122.471679""]",230 Funston Ave APT 3,94118,San Francisco,CA,2,2,NA,UNKNOWN,1679000,3999,NA,UNKNOWN,500,37.783866,-122.471679
33,89237968,"[""37.759197"",""-122.438369""]",4400 19th St APT 3,94114,San Francisco,CA,0,1,495,1888,1718500,3400,NA,441978,500,37.759197,-122.438369
35,2099774735,"[""37.75986"",""-122.4295""]",3856 19th St APT 3,94114,San Francisco,CA,1,1,705,1961,1718500,UNKNOWN,NA,UNKNOWN,500,37.75986,-122.4295
36,2100644685,"[""37.75923"",""-122.433""]",4011 19th St APT 3,94114,San Francisco,CA,1,1,611,1955,1718500,3195,NA,UNKNOWN,500,37.75923,-122.433
41,63197237,"[""37.759361"",""-122.429588""]",3867 19th St # 1,94114,San Francisco,CA,UNKNOWN,4,1022,1989,1718500,4450,NA,279317,500,37.759361,-122.429588
42,67448507,"[""37.759519"",""-122.434249""]",4070 19th St # 1,94114,San Francisco,CA,2,2,1753,2003,1718500,5750,NA,1023356,500,37.759519,-122.434249
44,89237165,"[""37.759199"",""-122.438365""]",4400 19th St APT 1,94114,San Francisco,CA,1,1,740,1904,1718500,3975,NA,652716,500,37.759199,-122.438365
46,2100901525,"[""37.759232"",""-122.432963""]",4011 19th St APT 1,94114,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1718500,3995,NA,UNKNOWN,500,37.759232,-122.432963
47,2102857243,"[""37.75973"",""-122.4288""]",3822 19th St APT 1,94114,San Francisco,CA,2,2,NA,UNKNOWN,1718500,4395,NA,UNKNOWN,"500""zpid""",37.75973,-122.4288
48,15129215,"[""37.760305"",""-122.44041""]",4547 18th St # 2,94114,San Francisco,CA,UNKNOWN,2,1798,1985,1718500,5750,NA,1014056,500,37.760305,-122.44041
49,15144245,"[""37.761499"",""-122.428927""]",3818 18th St # 2,94114,San Francisco,CA,3,2.5,2046,1992,1718500,6980,NA,746104,500,37.761499,-122.428927
52,61288398,"[""37.759843"",""-122.443755""]",4735 18th St # 2,94114,San Francisco,CA,3,3,2125,2002,1718500,6699,NA,1497288,500,37.759843,-122.443755
55,119685990,"[""37.760822"",""-122.432044""]",3967 18th St APT 2,94114,San Francisco,CA,1,1,726,1923,1718500,3900,NA,682233,"500""zpid""",37.760822,-122.432044
66,2098890813,"[""37.76096"",""-122.4299""]",3875 18th St APT 8,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,UNKNOWN,NA,UNKNOWN,500,37.76096,-122.4299
72,64969131,"[""37.764695"",""-122.429561""]",3444 16th St # 3,94114,San Francisco,CA,3,3,2200,2000,1718500,6750,NA,1340160,500,37.764695,-122.429561
77,2127724738,"[""37.76403"",""-122.432395""]",3571 16th St APT 3,94114,San Francisco,CA,UNKNOWN,1,NA,UNKNOWN,1718500,2799,NA,UNKNOWN,"500""zpid""",37.76403,-122.432395
116,2105976729,"[""37.75973"",""-122.4288""]",3822 19th St APT 7,94114,San Francisco,CA,2,2,NA,UNKNOWN,1718500,5100,NA,UNKNOWN,"500""zpid""",37.75973,-122.4288
126,2097819863,"[""37.760954"",""-122.429852""]",3875 18th St APT 7,94114,San Francisco,CA,2,1,NA,UNKNOWN,1718500,UNKNOWN,NA,UNKNOWN,500,37.760954,-122.429852
133,2122622488,"[""37.762568"",""-122.433251""]",3909 17th St APT 8,94114,San Francisco,CA,0,1,NA,UNKNOWN,1718500,2610,NA,UNKNOWN,"500""zpid""",37.762568,-122.433251
139,119684957,"[""37.760822"",""-122.432044""]",3967 18th St APT 4,94114,San Francisco,CA,1,1,726,1923,1718500,3950,NA,764984,500,37.760822,-122.432044
166,2098516292,"[""37.759797"",""-122.428698""]",3822 19th St APT 8,94114,San Francisco,CA,2,1.5,NA,UNKNOWN,1718500,UNKNOWN,NA,UNKNOWN,500,37.759797,-122.428698
167,2111076294,"[""37.759269"",""-122.43238""]",3995 19th St APT 8,94114,San Francisco,CA,1,1,11,UNKNOWN,1718500,3650,NA,UNKNOWN,"500""zpid""",37.759269,-122.43238
170,2116403144,"[""37.759891"",""-122.428833""]",3822 19th St APT 9,94114,San Francisco,CA,2,2,900,UNKNOWN,1718500,4300,NA,UNKNOWN,"500""zpid""",37.759891,-122.428833
178,2111010073,"[""37.761187"",""-122.430038""]",3875 18th St APT 5,94114,San Francisco,CA,2,1,NA,UNKNOWN,1718500,4500,NA,UNKNOWN,500,37.761187,-122.430038
192,2116115630,"[""37.762568"",""-122.433251""]",3909 17th St APT 6,94114,San Francisco,CA,0,1,NA,UNKNOWN,1718500,2610,NA,UNKNOWN,"500""zpid""",37.762568,-122.433251
199,15145527,"[""37.757878"",""-122.427478""]",3881 20th St # 2,94114,San Francisco,CA,3,2,1630,1995,1718500,6150,NA,662940,500,37.757878,-122.427478
210,2102494196,"[""37.757507"",""-122.4336""]",4153 20th St APT 2,94114,San Francisco,CA,2,1,800,1964,1718500,3400,NA,UNKNOWN,500,37.757507,-122.4336
212,2111830038,"[""37.757373"",""-122.436233""]",4323 20th St APT 2,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,5825,NA,UNKNOWN,500,37.757373,-122.436233
214,2128019377,"[""37.757953"",""-122.426353""]",3821 20th St APT 2,94114,San Francisco,CA,2,1,NA,UNKNOWN,1718500,3600,NA,UNKNOWN,"500""zpid""",37.757953,-122.426353
215,15145528,"[""37.75788"",""-122.427484""]",3881 20th St # 3,94114,San Francisco,CA,2,2,1530,1995,1718500,6400,NA,1285612,500,37.75788,-122.427484
227,2111982393,"[""37.75778"",""-122.4291""]",3945 20th St APT 3,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,5299,NA,UNKNOWN,500,37.75778,-122.4291
243,53734594,"[""37.759365"",""-122.42951""]",3865 19th St # 2,94114,San Francisco,CA,3,2.5,2769,1989,1718500,11642,NA,1626866,500,37.759365,-122.42951
244,63197238,"[""37.75936"",""-122.4296""]",3867 19th St # 2,94114,San Francisco,CA,UNKNOWN,4,3778,1989,1718500,10982,NA,1032725,500,37.75936,-122.4296
246,89236507,"[""37.759197"",""-122.438369""]",4400 19th St APT 2,94114,San Francisco,CA,4,2,2020,1888,1718500,6995,NA,1009978,500,37.759197,-122.438369
248,2100684559,"[""37.75923"",""-122.433""]",4011 19th St APT 2,94114,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1718500,3495,NA,UNKNOWN,500,37.75923,-122.433
249,2105454373,"[""37.75973"",""-122.4288""]",3822 19th St APT 2,94114,San Francisco,CA,2,1.5,900,UNKNOWN,1718500,4300,NA,UNKNOWN,"500""zpid""",37.75973,-122.4288
271,2097346613,"[""37.764233"",""-122.430264""]",3475 16th St APT 6,94114,San Francisco,CA,1,1,NA,1941,1718500,UNKNOWN,NA,UNKNOWN,500,37.764233,-122.430264
276,2122255966,"[""37.76403"",""-122.432395""]",3571 16th St APT 6,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,3195,NA,UNKNOWN,"500""zpid""",37.76403,-122.432395
296,15144246,"[""37.761499"",""-122.428927""]",3818 18th St # 3,94114,San Francisco,CA,3,2,2046,1992,1718500,7000,NA,575255,500,37.761499,-122.428927
301,119685258,"[""37.760822"",""-122.432045""]",3967 18th St APT 3,94114,San Francisco,CA,1,1,646,1923,1718500,3500,NA,568516,500,37.760822,-122.432045
336,2112448864,"[""37.75679"",""-122.427032""]",3560 21st St APT 7,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,3195,NA,UNKNOWN,500,37.75679,-122.427032
362,2120966662,"[""37.7551"",""-122.4283""]",3618 22nd St APT 4,94114,San Francisco,CA,2,1,860,UNKNOWN,1718500,4195,NA,UNKNOWN,"500""zpid""",37.7551,-122.4283
372,59700372,"[""37.764695"",""-122.429565""]",3440 16th St # 1,94114,San Francisco,CA,4,3,1820,2000,1718500,6700,NA,1139556,500,37.764695,-122.429565
373,64971529,"[""37.764211"",""-122.429793""]",3425 16th St # 1,94114,San Francisco,CA,2,1,904,1880,1718500,4250,NA,870624,500,37.764211,-122.429793
384,2103257227,"[""37.7551"",""-122.439491""]",4317 21st St APT 2,94114,San Francisco,CA,1,1,NA,1962,1718500,3600,NA,UNKNOWN,"500""zpid""",37.7551,-122.439491
391,2116169768,"[""37.765861"",""-122.429496""]",2035 15th St APT 6,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,3199,NA,UNKNOWN,500,37.765861,-122.429496
397,2105387998,"[""37.765861"",""-122.429489""]",2035 15th St APT 3,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,3199,NA,UNKNOWN,500,37.765861,-122.429489
408,2102779291,"[""37.7551"",""-122.439491""]",4317 21st St APT 3,94114,San Francisco,CA,2,1,NA,1962,1718500,4675,NA,UNKNOWN,500,37.7551,-122.439491
434,64969049,"[""37.764695"",""-122.429565""]",3440 16th St # 2,94114,San Francisco,CA,4,3,1670,2000,1718500,6700,NA,1100878,500,37.764695,-122.429565
435,64972405,"[""37.764212"",""-122.429794""]",3425 16th St # 2,94114,San Francisco,CA,UNKNOWN,UNKNOWN,952,1880,1718500,4995,NA,1020616,500,37.764212,-122.429794
465,15145526,"[""37.75788"",""-122.427484""]",3881 20th St # 1,94114,San Francisco,CA,3,2,1739,1995,1718500,6012,NA,730715,500,37.75788,-122.427484
470,64972380,"[""37.757821"",""-122.435679""]",4250 20th St # 1,94114,San Francisco,CA,1,1,685,1908,1718500,3680,NA,146122,500,37.757821,-122.435679
476,2112126033,"[""37.757783"",""-122.42906""]",3945 20th St APT 1,94114,San Francisco,CA,1,1,4438,UNKNOWN,1718500,7650,NA,UNKNOWN,500,37.757783,-122.42906
477,2115164423,"[""37.757373"",""-122.436233""]",4323 20th St APT 1,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,3195,NA,UNKNOWN,500,37.757373,-122.436233
512,2116349001,"[""37.762568"",""-122.433251""]",3909 17th St APT 2,94114,San Francisco,CA,0,1,NA,UNKNOWN,1718500,2610,NA,UNKNOWN,"500""zpid""",37.762568,-122.433251
520,2114713976,"[""37.757373"",""-122.436233""]",4323 20th St APT 6,94114,San Francisco,CA,2,1,NA,UNKNOWN,1718500,3600,NA,UNKNOWN,"500""zpid""",37.757373,-122.436233
570,15129206,"[""37.76032"",""-122.440162""]",4533 18th St # 1,94114,San Francisco,CA,UNKNOWN,3,3560,1930,1718500,6700,NA,959126,500,37.76032,-122.440162
571,15129214,"[""37.760305"",""-122.440406""]",4547 18th St # 1,94114,San Francisco,CA,UNKNOWN,1,845,1985,1718500,4150,NA,721622,500,37.760305,-122.440406
572,15144244,"[""37.761503"",""-122.428924""]",3818 18th St # 1,94114,San Francisco,CA,3,3,2046,1992,1718500,7500,NA,1076526,500,37.761503,-122.428924
575,61325235,"[""37.759843"",""-122.443755""]",4733 18th St # 1,94114,San Francisco,CA,3,2,1755,2002,1718500,6500,NA,1380120,500,37.759843,-122.443755
578,119685028,"[""37.760822"",""-122.432044""]",3967 18th St APT 1,94114,San Francisco,CA,1,1,646,1923,1718500,3900,NA,662986,500,37.760822,-122.432044
583,2110796638,"[""37.760822"",""-122.432044""]",3967 18th St APT 1,94114,San Francisco,CA,1,1,NA,1922,1718500,5500,NA,UNKNOWN,500,37.760822,-122.432044
619,2100476222,"[""37.76586"",""-122.4295""]",2035 15th St APT 1,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,3199,NA,UNKNOWN,500,37.76586,-122.4295
637,2103089741,"[""37.75973"",""-122.4288""]",3822 19th St APT 5,94114,San Francisco,CA,2,2,NA,UNKNOWN,1718500,4395,NA,UNKNOWN,"500""zpid""",37.75973,-122.4288
642,2097556579,"[""37.759797"",""-122.428698""]",3822 19th St APT 4,94114,San Francisco,CA,2,1.5,NA,UNKNOWN,1718500,UNKNOWN,NA,UNKNOWN,500,37.759797,-122.428698
644,2100644134,"[""37.75923"",""-122.433""]",4011 19th St APT 4,94114,San Francisco,CA,1,1,NA,1955,1718500,3195,NA,UNKNOWN,"500""zpid""",37.75923,-122.433
697,2110503880,"[""37.753618"",""-122.431446""]",475 Alvarado St APT 2,94114,San Francisco,CA,3,3,NA,UNKNOWN,1718500,8200,NA,UNKNOWN,500,37.753618,-122.431446
728,2110503880,"[""37.753618"",""-122.431446""]",475 Alvarado St APT 2,94114,San Francisco,CA,3,3,NA,UNKNOWN,1718500,8200,NA,UNKNOWN,500,37.753618,-122.431446
829,2119579201,"[""37.765861"",""-122.429496""]",2035 15th St APT 2,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,3199,NA,UNKNOWN,"500""zpid""",37.765861,-122.429496
917,2123404646,"[""37.751792"",""-122.426572""]",3756 24th St APT 2,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,3195,NA,UNKNOWN,"500""zpid""",37.751792,-122.426572
992,2115026867,"[""37.751792"",""-122.426572""]",3756 24th St APT 6,94114,San Francisco,CA,1,1,NA,UNKNOWN,1718500,3195,NA,UNKNOWN,500,37.751792,-122.426572
1002,2097954111,"[""37.750401"",""-122.426285""]",3850 25th St APT 1,94114,San Francisco,CA,2,1,NA,UNKNOWN,1718500,UNKNOWN,NA,UNKNOWN,500,37.750401,-122.426285
1061,2123696152,"[""37.753181"",""-122.426208""]",3743 1/2 23rd St,94114,San Francisco,CA,1,1,2500,UNKNOWN,1718500,6500,NA,UNKNOWN,"500""zpid""",37.753181,-122.426208
1065,2123696152,"[""37.753181"",""-122.426208""]",3743 1/2 23rd St,94114,San Francisco,CA,1,1,2500,UNKNOWN,1718500,6500,NA,UNKNOWN,"500""zpid""",37.753181,-122.426208
1143,59779779,"[""37.753526"",""-122.426126""]",3732 23rd St APT 4,94114,San Francisco,CA,1,1,476,1890,1718500,3300,NA,326959,500,37.753526,-122.426126
1152,59700453,"[""37.753526"",""-122.426126""]",3732 23rd St APT 3,94114,San Francisco,CA,1,1,360,1890,1718500,3200,NA,249054,500,37.753526,-122.426126
1376,2110503880,"[""37.753618"",""-122.431446""]",475 Alvarado St APT 2,94114,San Francisco,CA,3,3,NA,UNKNOWN,1718500,8900,NA,UNKNOWN,500,37.753618,-122.431446
1427,2110503880,"[""37.753618"",""-122.431446""]",475 Alvarado St APT 2,94114,San Francisco,CA,3,3,NA,UNKNOWN,1718500,8900,NA,UNKNOWN,500,37.753618,-122.431446
2255,82789840,"[""37.758552"",""-122.429603""]",271 Cumberland St APT 2,94114,San Francisco,CA,2,1,625,1965,1718500,3995,NA,178041,500,37.758552,-122.429603
2256,2097548842,"[""37.75872"",""-122.42923""]",219 Cumberland St APT 2,94114,San Francisco,CA,1,1,435,1935,1718500,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.75872,-122.42923
2271,2138632828,"[""37.76226"",""-122.429206""]",216 1/2 Dorland St,94114,San Francisco,CA,2,2,1066,UNKNOWN,1718500,4800,NA,UNKNOWN,"500""zpid""",37.76226,-122.429206
2282,15180856,"[""37.750887"",""-122.425432""]",1150 Dolores St APT 3,94110,San Francisco,CA,UNKNOWN,1,864,1929,1718500,4250,NA,553124,500,37.750887,-122.425432
2290,2099262469,"[""37.75605"",""-122.426""]",832 Dolores St APT 3,94110,San Francisco,CA,1,1,1000,UNKNOWN,1718500,UNKNOWN,NA,UNKNOWN,500,37.75605,-122.426
689,2138051762,"[""37.752998"",""-122.441833""]",965 Alvarado St APT 5,94114,San Francisco,CA,1,1,530,1972,1751900,3500,NA,UNKNOWN,"500""zpid""",37.752998,-122.441833
692,2098869219,"[""37.753682"",""-122.436216""]",690 Alvarado St APT 1,94114,San Francisco,CA,2,1,1000,1964,1751900,UNKNOWN,NA,UNKNOWN,500,37.753682,-122.436216
694,69817807,"[""37.753776"",""-122.434646""]",600 Alvarado St APT 1,94114,San Francisco,CA,2,1,1000,1925,1751900,4300,NA,218917,"500""zpid""",37.753776,-122.434646
695,2137974195,"[""37.752999"",""-122.44183""]",965 Alvarado St APT 2,94114,San Francisco,CA,1,1,530,1959,1751900,3400,NA,UNKNOWN,500,37.752999,-122.44183
698,69817808,"[""37.753776"",""-122.434646""]",600 Alvarado St APT 2,94114,San Francisco,CA,2,1,694,1925,1751900,3995,NA,190338,"500""zpid""",37.753776,-122.434646
726,69817808,"[""37.753776"",""-122.434646""]",600 Alvarado St APT 2,94114,San Francisco,CA,2,1,694,1925,1751900,3995,NA,190338,500,37.753776,-122.434646
729,2137974195,"[""37.752999"",""-122.44183""]",965 Alvarado St APT 2,94114,San Francisco,CA,1,1,530,1959,1751900,3400,NA,UNKNOWN,"500""zpid""",37.752999,-122.44183
730,69817807,"[""37.753776"",""-122.434646""]",600 Alvarado St APT 1,94114,San Francisco,CA,2,1,1000,1925,1751900,4300,NA,218917,500,37.753776,-122.434646
732,2098869219,"[""37.753682"",""-122.436216""]",690 Alvarado St APT 1,94114,San Francisco,CA,2,1,1000,1964,1751900,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.753682,-122.436216
733,69817809,"[""37.753776"",""-122.43465""]",600 Alvarado St APT 3,94114,San Francisco,CA,2,1,756,1925,1751900,4000,NA,207333,500,37.753776,-122.43465
736,2130082230,"[""37.752898"",""-122.44185""]",965 Alvarado St APT 3,94114,San Francisco,CA,1,1,660,1972,1751900,3495,NA,UNKNOWN,"500""zpid""",37.752898,-122.44185
741,69817810,"[""37.753776"",""-122.434646""]",600 Alvarado St APT 4,94114,San Francisco,CA,3,2,1775,1925,1751900,7105,NA,486857,"500""zpid""",37.753776,-122.434646
765,80739827,"[""37.744018"",""-122.424842""]",200 29th St UNIT 7,94131,San Francisco,CA,3,2.5,2141,2004,1751900,6500,NA,895364,500,37.744018,-122.424842
766,2105072895,"[""37.743289"",""-122.429222""]",407 29th St APT 7,94131,San Francisco,CA,1,1,NA,UNKNOWN,1751900,3195,NA,UNKNOWN,"500""zpid""",37.743289,-122.429222
770,80744553,"[""37.744019"",""-122.424828""]",200 29th St UNIT 6,94131,San Francisco,CA,3,2,2067,2004,1751900,6495,NA,864940,"500""zpid""",37.744019,-122.424828
772,83152832,"[""37.743552"",""-122.42501""]",215 1/2 29th St,94131,San Francisco,CA,1,1,990,1900,1751900,3950,NA,241904,"500""zpid""",37.743552,-122.42501
776,2100540497,"[""37.74563"",""-122.4258""]",150 28th St APT 5,94131,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1751900,3495,NA,UNKNOWN,"500""zpid""",37.74563,-122.4258
777,121337545,"[""37.745616"",""-122.425537""]",138 28th St APT 4,94131,San Francisco,CA,1,1,613,1950,1751900,3600,NA,402216,500,37.745616,-122.425537
778,125271770,"[""37.745769"",""-122.42324""]",40 28th St APT 4,94110,San Francisco,CA,1,1,623,1938,1751900,3500,NA,391643,500,37.745769,-122.42324
779,2099579488,"[""37.74577"",""-122.4232""]",40 28th St APT 4,94110,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1751900,UNKNOWN,NA,UNKNOWN,500,37.74577,-122.4232
780,2101725175,"[""37.74563"",""-122.4258""]",150 28th St APT 4,94131,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1751900,3495,NA,UNKNOWN,500,37.74563,-122.4258
781,2127263302,"[""37.74547"",""-122.42569""]",138 28th St APT 4,94131,San Francisco,CA,1,1,NA,1950,1751900,5500,NA,UNKNOWN,"500""zpid""",37.74547,-122.42569
787,15182107,"[""37.74682"",""-122.43229""]",536 27th St # 1,94131,San Francisco,CA,2,1,822,1979,1751900,4188,NA,383640,500,37.74682,-122.43229
788,15182313,"[""37.746306"",""-122.432752""]",567 27th St # 1,94131,San Francisco,CA,3,2,1600,1989,1751900,5350,NA,486490,500,37.746306,-122.432752
789,15182322,"[""37.74632"",""-122.432491""]",555 27th St APT 1,94131,San Francisco,CA,UNKNOWN,UNKNOWN,1494,1996,1751900,5288,NA,535252,500,37.74632,-122.432491
790,53153661,"[""37.746388"",""-122.431991""]",525 27th St # 1,94131,San Francisco,CA,3,2,1833,1998,1751900,6500,NA,1490348,500,37.746388,-122.431991
791,2112405699,"[""37.74631"",""-122.4327""]",559 27th St APT 1,94131,San Francisco,CA,2,1,999,1974,1751900,4200,NA,UNKNOWN,500,37.74631,-122.4327
792,2112658450,"[""37.746315"",""-122.432579""]",557 27th St # 1,94131,San Francisco,CA,3,2,1556,1996,1751900,5500,NA,UNKNOWN,"500""zpid""",37.746315,-122.432579
798,2098281430,"[""37.747211"",""-122.425827""]",226 27th St APT 5,94131,San Francisco,CA,1,1,NA,1963,1751900,UNKNOWN,NA,UNKNOWN,500,37.747211,-122.425827
799,2102456728,"[""37.74686"",""-122.425""]",201 27th St APT 5,94131,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1751900,3474,NA,UNKNOWN,"500""zpid""",37.74686,-122.425
856,59779799,"[""37.751758"",""-122.430435""]",3930 24th St APT 8,94114,San Francisco,CA,UNKNOWN,UNKNOWN,618,1998,1751900,3975,NA,130932,500,37.751758,-122.430435
859,59779796,"[""37.751758"",""-122.430435""]",3930 24th St APT 5,94114,San Francisco,CA,UNKNOWN,UNKNOWN,685,1998,1751900,3995,NA,145200,500,37.751758,-122.430435
860,59780034,"[""37.751424"",""-122.427855""]",3817 24th St APT 5,94114,San Francisco,CA,UNKNOWN,UNKNOWN,903,1999,1751900,4195,NA,258081,500,37.751424,-122.427855
886,54854771,"[""37.74965"",""-122.430629""]",4051 25th St # 2,94114,San Francisco,CA,3,2,1945,1925,1751900,7499,NA,1586204,500,37.74965,-122.430629
887,111929214,"[""37.749378"",""-122.435104""]",4241 25th St # 2,94114,San Francisco,CA,4,3.5,2603,2002,1751900,9743,NA,2070558,"500""zpid""",37.749378,-122.435104
907,15179953,"[""37.750616"",""-122.442268""]",4475 24th St APT 2,94114,San Francisco,CA,2,1,837,1976,1751900,3995,NA,298581,500,37.750616,-122.442268
908,59700350,"[""37.75097"",""-122.442367""]",4476 24th St # 2,94114,San Francisco,CA,2,1,900,1978,1751900,3950,NA,608564,500,37.75097,-122.442367
